radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,symmetry_worst,fractal_dimension_worst,concave_points_worst,concave_points_se,concave_points_mean,var_total,radius_avg,perimeter_avg,area_avg,concavity_avg,texture_avg
1.8561950882648126,-0.4465394729173022,1.7730436481637357,1.8170120800617362,-0.040939370636071205,0.06558018226645546,0.8558694314513655,-0.8039574175638077,-1.048827369632569,0.7458880378128765,-1.0289364367072626,0.6461461177012713,0.6316143951043456,-0.10844488528993253,-0.32939029980455997,-0.16272141980691213,-0.8970340072367703,-0.8867345169432076,1.7903067900834209,-0.4381323613221732,1.6954447731168307,1.602895828345808,0.9981749227228794,0.22750534929341215,0.6366563152565622,-0.3364762742626097,-0.725768007952187,1.4081163010106852,0.1680842324109654,1.0416051429496374,0.894479001990042,1.4641299720537033,1.3715448463272792,1.3505074345039632,0.4432681089670052,-0.6378694236489127
-0.21853918996689037,-1.1884719356937685,-0.23497926755368476,-0.27742954039222606,0.1846252720470278,-0.4267537781837631,-0.27689827150304963,0.3007395122705192,-0.6522375575929442,-0.3846916841073404,-0.7524162797420567,-0.31459459991424865,-0.29442244204256673,0.7423446770259703,-0.5613905521556458,-0.2991588159860162,0.07820795002134741,-0.6179850010404102,-0.28684532301561405,-1.05181780498162,-0.2788909940451858,-0.31325634314958534,0.5066626451901096,-0.505250404058777,-0.20989666226215303,0.11860875299135426,-0.6208246452742953,0.16053157300431223,0.3236364958492994,-0.017123525284860698,0.17240777125636192,-0.29669206569661494,-0.2761549538377064,-0.29503610852812606,-0.26198458325040624,-0.9975686734724819
-0.5691985045976005,-1.7070802457950438,-0.5963724919286828,-0.5439007131259289,-0.3410148562475215,-0.7677011274579167,-0.7647017931331987,-0.388816533103774,-0.5944015433371661,-0.8888158009496011,-1.370209979018249,-0.9143466655542913,-0.5474109943532786,-1.064685486204741,-0.85104420055076,-1.0016721844755658,-1.1006711772892466,-1.0441514659864422,-0.5905225325330168,-1.0502482769927215,-0.646099792468166,-0.5402834428335634,-0.08959815050538014,-0.33320712655564994,-0.49654744436148046,0.3287695468273855,-0.44952003855008965,-0.1695333186284418,-1.0650891331604035,-0.5602309719224612,0.16786351506793382,-0.6828456126934062,-0.7189396499837134,-0.5438650501042569,-0.7543071406567483,-1.3758461672686717
-0.36172507677442994,-0.13884841812037368,-0.33550766447489866,-0.4253782589959077,0.8897687946689682,0.49223218904201516,0.10994861194838264,0.8284609755671715,0.35989269188318057,-0.2508505128387167,0.7691828143441336,-0.06660136276167387,-0.3288933231858955,0.494780410781227,0.7570108818946623,0.9654394989393523,1.2972603965939942,0.9402146539817509,-0.47310067818628776,-0.17445165918716796,-0.4401333189937381,-0.4994713258021989,0.11587009665995755,0.000591126141447066,-0.12232221631194119,0.3335100158612813,-0.07655955844483756,0.11510979892641027,1.375019866799965,0.19207718752493685,0.2787352487271275,-0.36189208926647815,-0.2807474487434369,-0.41791430266133406,0.3176886315252646,0.15196091234553066
-0.4640007102083875,-1.7318940405367316,-0.5140834244066763,-0.4716973790007436,-0.48868179950552637,-0.8636978289824178,-0.8434137483233847,-0.7617397005000752,0.04867985326875313,-0.5313579307555127,-1.0538253600649239,-0.5621216843654088,-0.40164593665422754,-0.13868174223585542,-0.6664573331054479,-0.9857544882546704,-0.2916636445637628,0.34659305773465554,-0.5824244736125526,-1.4190873543839488,-0.6196183887357394,-0.5371798597893532,-0.0009647889830783081,-0.6001314142432259,-0.9045103688016753,-0.20058282862427262,0.5134896424940933,-0.5444143606847257,-0.5982449304798139,-0.6225839824314641,0.21158238817158698,-0.5259277048588177,-0.5652744991692747,-0.4701743918147748,-0.9112262017932435,-1.401602251661868
-0.16886245372753925,0.41698058409343297,-0.11875656394012861,-0.24582355262422034,1.614556084972019,1.1303389184738837,0.0787534056271884,1.3948820128389123,1.6680882524305547,0.6465759156430378,0.48865511887218555,0.5235479572292278,0.180201750584171,0.871985201181614,0.2754103580486153,-0.2522874655979566,-0.6061237643046614,0.8019615074307366,0.10793504935700934,0.3419230491605506,0.04182822893642317,-0.02493347834245546,1.368823525452508,0.5858812130623848,-0.0720745833896884,0.4646629924657217,1.5660098387635364,0.5662994214335693,0.5728949420818101,0.2892969835022392,0.320166030100994,0.1952161704241693,0.14887320740850743,-0.030185093460834932,-0.08186954778681887,0.4158529173753897
0.7165523157150036,0.6055654241302608,0.7253426338371557,0.548685588164612,0.07014952245710687,0.5521131724491115,0.6202600672533173,0.3394390862456067,-0.8037128330247458,0.24538124992382188,-0.47589612277685084,0.12825046642963495,0.08025351731934334,-0.2728577949333879,-0.007256616080293946,0.3078483751781606,1.1989050287455194,-0.4514424317627855,0.7051668947412353,0.48004151218364843,0.7156328350170519,0.490261306996442,1.0022037118829836,0.6733317826902201,1.234842421473857,3.09878361896696,0.08599976805621094,0.9554126193675958,0.09874165714327465,0.29769555226467626,0.4005601754009888,0.5557001534600202,0.5230753117612809,0.37306680416013244,0.7209836213017783,0.2032369378456861
-1.229606880485438,-1.0023684751311097,-1.2402632367658275,-0.955323484933589,-0.1621888332194788,-1.0693515813711636,-1.1330289908066056,-0.33956252986275265,-0.26391003330414564,0.1237074578614366,0.25874896243276957,-0.024647619634358457,-0.24470815617253983,2.982895776718849,-0.7000573696528465,-1.3327881102367587,0.8511980240980936,-0.08413621732857167,-0.942788095573204,-0.7504684311130428,-0.9941831326399492,-0.7387575785108074,0.8329945671585884,-0.936215956342358,-1.3205129145094308,0.0490818738275541,-0.3955050724658809,-1.6318116321096978,-1.6902967847631527,-1.1727156865794666,0.7948115784210289,-0.6828958393990684,-0.753031329680045,-0.6462630732056454,-1.262110005184265,-0.49802931460379435
-0.5312104121792732,-0.13636703864620453,-0.5051758449326443,-0.5073903479456466,0.31061633372587594,0.03189712909996395,-0.10038868636920466,0.4414652358162934,0.18363055319890248,0.030314601251389666,-0.2137187352041955,-0.10995356399323299,-0.17784503998497753,0.17200196288350122,-0.3208569571893478,-0.15343996428452417,-0.19607885045749848,-0.031207619969107234,-0.31518852923723806,-0.20741174695404374,-0.38628779807113767,-0.36493100083568575,0.45025959694864487,-0.15944913200099659,-0.07542442558450516,0.1770745377427312,0.14618787312147188,-0.25280657110459515,-0.19736988048632462,-0.26144552564666784,0.06081299655846256,-0.2720281133883739,-0.3338057356656717,-0.35005546292210327,-0.10975102541274466,-0.18583250693481457
-1.3681173097645687,-0.5730898260999104,-1.3301873724084328,-1.0561356872970553,-0.6946026745075148,-0.2211000257950173,-0.04550091828507825,0.8319791186558164,1.2191706179690334,-0.6658567981974466,-0.42696196837873657,-0.6078046491040409,-0.4934528060309323,-0.20558078822870962,0.5111439477938563,0.9264573857453227,-0.24040803033286712,0.17183743024607906,-1.1695337453461978,-0.4538276412111618,-1.1159975898091108,-0.8681769914543738,-0.3272967109515555,0.43384296782706305,0.7237522123218002,0.12650953471451334,0.6991982401740882,-0.5601605756983984,-0.5459568804806632,-0.6505792116395879,0.4810001982457979,-1.0678359511027375,-1.0179965371071946,-0.8059218282607871,0.5349028932606815,-0.4846264785632696
-0.9490794287808701,-1.0470333056661478,-0.9471614550250718,-0.804922577623769,-1.0292240963857457,-0.6232382549882972,-0.6873060913742868,0.7158803967305529,0.008745462473096679,-0.7322841117017758,-0.2411387355134839,-0.6767952489134038,-0.5002084058529918,-0.4542789366089245,-0.325123628496954,-0.6073031393292987,-0.060320737089180766,-0.781789884247718,-0.8982487715106515,-0.8054019107245025,-0.8664839190858038,-0.7230844841375457,-0.8832696150459997,-0.385791782802453,-0.6104420789852534,0.47414393053351245,-0.6064206543185061,-0.7669810536664451,-0.8364460471426118,-0.7060606658884149,0.16202246968041947,-0.8598707706644325,-0.8301468743414265,-0.676071822538102,-0.6350171032296129,-0.6978579839680448
-1.9166069210661048,1.5733034190560853,-1.9096042086716343,-1.3332330110906914,-0.954035882158046,-1.0351071439852304,-1.1540495581040515,0.2479673659408539,1.439498291324381,-0.030193446693147913,0.6679397362790696,-0.11228432750030601,-0.3709859066925733,2.3290237452632683,-0.8231508368772847,-1.406900532583027,1.32773670775831,1.4681317845412356,-1.5082350596946077,0.7782518300744286,-1.5302844393119601,-1.0320461761886737,-0.23463456026914892,-1.0419568411864726,-1.35362849734962,0.24660141690653134,0.757328632245665,-1.7895765940736106,-2.1408361116375554,-1.2338979875034026,1.481897551134124,-1.1516784758179535,-1.1840576584946334,-0.9120883646573127,-1.304859529345566,1.006498328469861
0.10289851511126115,-0.5706084466257413,0.051335786968761024,-0.005781524834453065,-0.5862232666117311,-0.6945340508573712,-0.4706507765865843,-1.3738965979241924,-1.2182042685244923,-0.5474714870016123,-0.29386950533903783,-0.5882262356446271,-0.3564353839989069,-1.11986775013105,-0.5971239243568476,-0.5715695355681047,-0.9275103184010863,-1.1112247747092114,-0.013535834449951321,-0.08184950784213635,-0.09352116791820073,-0.1273517188013929,-0.6939165245210805,-0.33549341595768495,-0.18740486466838271,-0.7062328589064544,-0.9618905739774433,-0.6043711024675562,-0.9893745374627086,-0.5235826718681902,0.15530867204597626,-0.1527029354467675,-0.2101372055313556,-0.1631895425449176,-0.409875058941024,-0.31544248660230517
-1.7801420044556533,-0.5730898260999104,-1.7513886303947863,-1.270293500966473,-0.6139954898850262,-0.8358157460834886,-0.9450285132177385,-0.1073650860122256,0.36264678780012327,-0.7582631105475283,-0.3978545834350306,-0.7639658040779367,-0.5604025324726236,0.9335927972089317,-0.46219044425380235,-0.6699529641054178,0.9010683514578837,-0.4893137557355055,-1.5311120761449186,-0.6280452479789331,-1.5276362989387176,-1.0410465670168834,-0.06945420470485679,-0.743024501870408,-1.024386864487621,0.32086876510422646,-0.5436604080111395,-1.401371831621142,-1.031917144451265,-1.083309104572068,0.4506122343344788,-1.3565057303827002,-1.3476635778038135,-0.9572475334853268,-0.8797894472702591,-0.5329965525046247
-1.3979233515081793,-1.6648967947341744,-1.3853295310571998,-1.0741184044754035,0.4968934410467537,-0.7330824339256892,-0.7649650438194534,0.05446949606541435,0.9162200671054321,-0.36035692569486333,-0.3554590444952851,-0.3840513524250261,-0.43057376153330246,1.174731731352666,-0.5763239017322674,-0.48571607198601546,0.14331643296329535,-0.3131892852117707,-1.2748085113122307,-1.616847880985203,-1.2960711351896108,-0.9282313233598417,0.03932310261796838,-0.862483123126732,-0.92929920104332,-0.7141336406296135,-0.3564085255858822,-0.8467719701299595,0.5222936033729546,-0.7055516617209945,0.47440066918764623,-1.0110295961717577,-1.021817339557279,-0.8109744964561826,-0.726660105616263,-1.2124012400715543
-0.7854384152865386,1.3251654716392072,-0.7961567744176781,-0.6836754693758161,-1.3767155729516007,-0.8835334047360183,-0.8942211307705616,0.476646666702737,-0.4980081862442019,-0.44618627631184316,1.3513305132182514,-0.3598114119514661,-0.38709541396056113,-0.14208338864227185,-0.09365671005931898,-0.6662403818964626,1.7599462115431581,-0.6585940110834476,-0.827390755956591,0.8881187892973473,-0.8176404410904395,-0.6774618133876554,-1.4493144920407055,-0.740738212468373,-1.0072069595170603,0.5405104970080493,-0.885240764962709,-1.0605571201232846,-0.8293243772502544,-0.899736751591889,0.6633284597390977,-0.6863384825183242,-0.657869542486528,-0.5827442322413443,-0.8558894907280282,1.1882049247182687
-0.23899431665368137,-1.2629133199188316,-0.2409176538697059,-0.33192262275085654,0.8152579517406169,0.21341136005272413,-0.39246532276890794,-0.07218365512578204,0.5499253101521683,-0.7500419083811509,-1.2065336694797288,-0.7602365824666197,-0.48011482689507146,-0.7740336988120582,-0.565657223463252,-0.7878274492397458,-0.31244294763034214,-0.39577614833300395,-0.34353173545886245,-1.1993534359381113,-0.4189481960077969,-0.39239771077694613,0.317309554665191,-0.09028887758944051,-0.4692701579179719,0.5136478391493079,0.4424985442119898,0.2316923523930254,-0.49329400575033566,0.10630998531459399,0.26606526088312665,-0.44418932016456497,-0.4733674774480409,-0.40147838680762465,-0.5498543099755419,-1.2229334751122238
0.8714268463435676,1.5559337627369045,0.8229018376003598,0.7102575773579511,-0.7962083694098117,0.12733244640502328,0.4307195731498593,-1.16984429878282,-1.1465977746840046,0.4048725719515429,1.1256428183648797,0.2564424593186538,0.3087313677115577,0.6089245457520855,0.9575444333521524,0.8865471269990541,-0.4565127822252912,0.03860337482397931,0.7800739397555274,1.4908175370345023,0.6950361876696094,0.5756098407122232,0.4905474885496916,0.837373047286225,1.0563436873786163,-0.6351258233980226,-0.26844129510588455,0.8433722433087713,1.1238872969115712,0.22592596465839548,0.4461302280684021,0.6854577860168792,0.5914601615295411,0.5315329285939107,0.7912034625091766,1.390798039378762
